order_id,order_timestamp,order_date,user_id,r_id,restaurant_city,cuisine,items_count,sales_qty,subtotal,discount,delivery_fee,gst,sales_amount,currency,payment_method,order_status,customer_rating,delivery_time_min
170,2025-03-08 19:41:18,2025-03-08,14566,510823,"Perambur,Chennai","Lebanese,Chinese",4,6,1450,0,20,72,1542,INR,UPI,Delivered,5.0,20.0
171,2025-12-14 06:14:08,2025-12-14,22667,14670,"Velachery,Chennai","Biryani,Chettinad",1,1,163,0,20,8,191,INR,Wallet,Cancelled,,
172,2024-07-17 19:05:29,2024-07-17,48208,150823,"MVP Colony,Vizag",Beverages,4,8,825,100,35,41,801,INR,COD,Delivered,4.0,36.0
173,2024-06-08 11:07:17,2024-06-08,814,518304,"Majestic,Bangalore","Indian,Italian",1,2,224,75,0,11,160,INR,Card,Delivered,5.0,11.0
174,2025-01-27 19:49:42,2025-01-27,82320,415123,"Vasant Kunj,Delhi",North Indian,1,1,58,9,0,3,52,INR,UPI,Cancelled,,
175,2025-12-22 21:31:22,2025-12-22,33787,486588,"Governorpet,Vijayawada",Sweets,2,3,493,0,20,25,538,INR,UPI,Delivered,4.0,33.0
176,2025-03-07 14:52:48,2025-03-07,58347,305451,Kolhapur,"Tibetan,Beverages",4,4,297,61,15,15,266,INR,Wallet,Delivered,3.0,17.0
177,2025-09-13 06:19:28,2025-09-13,65022,329229,Allahabad,"Biryani,North Indian",3,4,400,0,35,20,455,INR,COD,Delivered,,36.0
178,2025-12-26 21:14:37,2025-12-26,72859,123411,"Ambattur,Chennai","North Indian,South Indian",2,2,290,93,35,14,246,INR,Card,Delivered,,39.0
179,2024-09-23 13:26:37,2024-09-23,12938,317680,"Rajarhat,Kolkata","Bengali,Thalis",2,2,438,0,49,22,509,INR,Card,Refunded,,
180,2025-03-12 20:55:52,2025-03-12,38459,253701,Meerut,"Bakery,Sweets",2,3,528,0,15,26,569,INR,UPI,Cancelled,,
181,2024-01-29 15:53:05,2024-01-29,16916,357912,"George Town,Chennai","American,Snacks",2,2,344,93,35,17,303,INR,Card,Delivered,4.0,53.0
182,2024-03-19 14:56:17,2024-03-19,15464,193476,"Kirti Nagar,Delhi","Snacks,North Indian",3,3,550,0,0,28,578,INR,UPI,Delivered,,24.0
183,2025-08-30 22:01:42,2025-08-30,55472,559370,"Madhapur,Hyderabad",Beverages,4,4,323,46,15,16,308,INR,COD,Cancelled,,
184,2025-06-13 12:39:54,2025-06-13,71541,302079,Aligarh,"Desserts,Ice Cream",2,3,300,118,15,15,212,INR,UPI,Delivered,,27.0
185,2026-04-15 23:38:26,2026-04-15,89334,432505,"Wagholi,Pune","Snacks,Indian",2,2,259,0,0,13,272,INR,UPI,Delivered,,55.0
186,2024-12-10 10:32:04,2024-12-10,75513,409321,"NSP,Delhi","Lebanese,Chinese",2,2,178,66,25,9,146,INR,NetBanking,Refunded,,
187,2026-01-18 13:11:58,2026-01-18,92741,16655,"Banjara Hills,Hyderabad","Biryani,Mughlai",1,1,367,145,15,18,255,INR,Wallet,Delivered,,33.0
188,2025-10-20 16:57:45,2025-10-20,45800,364881,Vellore,Beverages,4,4,224,0,15,11,250,INR,Card,Delivered,4.0,54.0
189,2024-09-21 17:46:31,2024-09-21,17062,231990,"Zirakpur,Chandigarh","Beverages,Snacks",1,1,147,0,20,7,174,INR,Card,Delivered,4.0,23.0
190,2025-05-25 17:31:52,2025-05-25,6232,23081,"Fort Colaba,Mumbai","Italian,Continental",4,6,4691,575,35,235,4386,INR,Card,Delivered,,33.0
191,2024-06-06 13:06:51,2024-06-06,54900,34714,"Warje,Pune","North Indian,South Indian",1,1,253,0,35,13,301,INR,Card,Delivered,,28.0
192,2025-03-23 19:46:46,2025-03-23,755,414550,Azamgarh,"North Indian,Desserts",1,1,250,73,15,12,204,INR,COD,Delivered,,30.0
193,2025-08-22 12:30:02,2025-08-22,81124,371601,"Wagholi,Pune","North Indian,Biryani",3,5,1364,0,35,68,1467,INR,Wallet,Delivered,,30.0
194,2026-02-15 13:27:21,2026-02-15,89556,196725,Raiganj,"North Indian,Chinese",1,2,888,0,35,44,967,INR,Wallet,Delivered,4.0,20.0
195,2024-01-04 12:25:59,2024-01-04,58847,387015,Kakinada,Chinese,6,9,1765,0,25,88,1878,INR,Wallet,Delivered,5.0,41.0
196,2024-05-21 10:54:17,2024-05-21,33431,62320,"Uttam Nagar,Delhi","North Indian,Mughlai",2,2,468,169,15,23,337,INR,Wallet,Delivered,4.0,31.0
197,2026-02-20 22:16:33,2026-02-20,4281,60585,"Perambur,Chennai",South Indian,2,3,251,84,20,13,200,INR,Card,Delivered,2.0,38.0
198,2024-08-21 19:22:40,2024-08-21,56732,375775,"Medavakkam,Chennai","Chinese,Biryani",2,2,420,0,0,21,441,INR,UPI,Delivered,,20.0
199,2024-08-08 11:05:24,2024-08-08,23216,442642,"Dwarka Nagar,Vizag","Indian,Biryani",1,1,147,0,35,7,189,INR,COD,Delivered,,22.0
200,2025-04-30 20:36:12,2025-04-30,29509,435962,"Hatibagan,Kolkata","North Indian,Barbecue",1,1,428,0,0,21,449,INR,UPI,Delivered,4.0,26.0
201,2025-08-10 14:14:51,2025-08-10,45421,323659,"Rohini,Delhi",Pizzas,3,5,818,0,0,41,859,INR,UPI,Delivered,,21.0
202,2025-01-12 22:08:33,2025-01-12,63274,244113,Aligarh,Indian,4,7,815,0,0,41,856,INR,Card,Delivered,,19.0
203,2024-11-30 12:02:15,2024-11-30,40988,573203,Bhopal,"Chinese,North Indian",3,5,670,0,20,34,724,INR,Card,Delivered,,49.0
204,2025-10-12 22:10:41,2025-10-12,38354,291861,"Old Palasia,Indore",Arabian,1,1,156,0,0,8,164,INR,COD,Delivered,5.0,26.0
205,2025-02-17 10:51:09,2025-02-17,10208,206764,Kundapura,"South Indian,North Indian",5,5,851,0,35,43,929,INR,COD,Delivered,5.0,27.0
206,2024-09-02 23:03:32,2024-09-02,62029,503759,"Whitefield,Bangalore","Snacks,Fast Food",2,2,369,142,20,18,265,INR,COD,Delivered,,34.0
207,2025-10-01 19:48:30,2025-10-01,25559,423685,"Pimple Saudagar,Pune","North Indian,Maharashtrian",2,2,220,88,15,11,158,INR,COD,Delivered,4.0,28.0
208,2024-07-30 15:30:46,2024-07-30,59360,21130,"Baner,Pune","South Indian,Chinese",2,4,160,36,49,8,181,INR,UPI,Delivered,5.0,37.0
209,2025-06-01 14:51:59,2025-06-01,79748,371935,"Annanagar,Chennai",Paan,2,2,361,92,35,18,322,INR,UPI,Delivered,3.0,31.0
210,2026-05-09 20:24:02,2026-05-09,27587,521740,"Dilshad Gardens,Delhi","Indian,Snacks",3,4,1028,0,35,51,1114,INR,Card,Delivered,,35.0
211,2024-09-14 22:24:12,2024-09-14,32094,220196,"Perambur,Chennai","Continental,North Indian",1,1,63,17,0,3,49,INR,UPI,Delivered,,39.0
212,2024-09-12 09:59:32,2024-09-12,41676,336063,"Banjara Hills,Hyderabad","Snacks,Indian",1,1,158,38,20,8,148,INR,UPI,Delivered,3.0,32.0
213,2026-04-24 15:53:22,2026-04-24,29164,48663,"Yelahanka,Bangalore","Chinese,Mughlai",1,1,261,0,25,13,299,INR,Card,Cancelled,,
214,2024-09-30 12:16:01,2024-09-30,12028,256254,"Rajouri Garden,Delhi","American,Snacks",2,2,545,0,25,27,597,INR,Card,Delivered,4.0,36.0
215,2026-02-19 23:58:59,2026-02-19,8528,119758,Ranchi,"Tandoor,Mughlai",5,6,942,0,0,47,989,INR,COD,Delivered,,42.0
216,2026-05-15 14:33:21,2026-05-15,13886,351480,"Marathahalli,Bangalore","Home Food,North Indian",1,1,78,16,15,4,81,INR,Card,Delivered,,45.0
217,2024-02-16 19:51:40,2024-02-16,11289,349011,"Kadugodi,Bangalore","Chinese,Thai",1,1,230,0,25,12,267,INR,COD,Delivered,,14.0
218,2026-02-05 21:41:53,2026-02-05,471,369448,"Nungambakkam,Chennai","Indian,Bengali",2,4,516,0,0,26,542,INR,UPI,Delivered,4.0,26.0
219,2024-11-07 18:37:52,2024-11-07,88454,119517,"Mayur Vihar,Delhi","Pizzas,Italian",1,1,196,0,15,10,221,INR,Wallet,Delivered,5.0,34.0
220,2025-01-16 16:37:03,2025-01-16,83689,22839,"Lake Town,Kolkata","Mughlai,Chinese",2,2,491,0,49,25,565,INR,Wallet,Delivered,,16.0
221,2026-05-30 13:53:38,2026-05-30,88696,136621,"JP Nagar,Bangalore","Desserts,Bakery",2,2,111,39,35,6,113,INR,Card,Delivered,4.0,35.0
222,2026-01-20 13:49:59,2026-01-20,20166,490158,"Warje,Pune","Maharashtrian,Thalis",4,4,504,198,0,25,331,INR,Wallet,Delivered,5.0,22.0
223,2025-09-12 14:36:07,2025-09-12,64752,67796,"Bhawar Kuan,Indore","Lucknowi,North Indian",1,1,541,94,15,27,489,INR,UPI,Delivered,4.0,11.0
224,2024-07-06 19:53:05,2024-07-06,44871,106200,"Adajan,Surat","North Indian,Chinese",2,2,378,105,0,19,292,INR,Card,Delivered,3.0,30.0
225,2024-07-09 15:57:23,2024-07-09,35770,525401,"Raj Nagar,Noida","Kebabs,North Indian",4,4,700,146,0,35,589,INR,UPI,Delivered,4.0,30.0
226,2024-06-19 12:22:55,2024-06-19,37336,477526,"Swargate,Pune",Desserts,3,3,60,0,25,3,88,INR,UPI,Delivered,4.0,24.0
227,2024-09-01 10:39:52,2024-09-01,73767,56349,"Sadar,Nagpur","Bakery,Street Food",2,3,111,0,25,6,142,INR,Wallet,Cancelled,,
228,2024-09-01 19:48:38,2024-09-01,26519,568190,"Kamothe,Mumbai","Chinese,North Indian",2,4,379,0,0,19,398,INR,Card,Delivered,4.0,32.0
229,2024-10-26 14:55:41,2024-10-26,73992,227561,"Zirakpur,Chandigarh",Pizzas,2,2,343,51,25,17,334,INR,Card,Delivered,3.0,43.0
230,2024-09-20 13:18:39,2024-09-20,35843,540887,Aurangabad,"Fast Food,Italian",3,3,320,0,20,16,356,INR,COD,Delivered,,32.0
231,2026-01-29 12:57:37,2026-01-29,877,361091,Agra,"Biryani,Mughlai",2,4,4646,1689,15,232,3204,INR,Wallet,Delivered,,41.0
232,2026-01-16 20:33:32,2026-01-16,24409,572810,"Zirakpur,Chandigarh","Burgers,Fast Food",3,3,408,0,35,20,463,INR,UPI,Delivered,,24.0
233,2024-06-26 16:37:10,2024-06-26,87808,202654,Kumbakonam,South Indian,2,2,249,54,20,12,227,INR,UPI,Delivered,5.0,22.0
234,2024-08-13 18:50:26,2024-08-13,50990,559786,Agra,Snacks,3,3,170,36,15,8,157,INR,COD,Delivered,,40.0
235,2024-09-09 23:17:53,2024-09-09,70047,141984,Eluru,"Asian,Chinese",2,3,490,136,20,24,398,INR,UPI,Delivered,5.0,24.0
236,2024-02-01 13:03:22,2024-02-01,26546,515774,Gondal,"Fast Food,Pizzas",2,3,137,50,15,7,109,INR,Wallet,Delivered,5.0,37.0
237,2026-05-19 22:36:30,2026-05-19,68500,373352,Tirupur,Indian,2,2,357,0,15,18,390,INR,UPI,Delivered,4.0,28.0
238,2025-06-10 20:15:29,2025-06-10,92288,502122,"Akota,Vadodara","Pizzas,Snacks",4,4,539,0,0,27,566,INR,NetBanking,Delivered,4.0,36.0
239,2024-12-22 13:43:53,2024-12-22,52340,162587,Namakkal,"South Indian,North Indian",3,3,424,43,35,21,437,INR,Card,Delivered,,14.0
240,2025-06-28 20:14:03,2025-06-28,91404,68851,"Ramanathapuram,Coimbatore","Biryani,Arabian",1,1,144,33,0,7,118,INR,Card,Delivered,4.0,28.0
241,2026-03-03 19:24:05,2026-03-03,45171,251644,Nangal,"Beverages,Pizzas",3,4,290,0,35,14,339,INR,Card,Delivered,5.0,15.0
242,2024-07-11 23:37:23,2024-07-11,73507,522552,Aruppukottai,"South Indian,Chinese",2,2,704,0,20,35,759,INR,UPI,Delivered,5.0,36.0
243,2025-04-06 18:28:37,2025-04-06,83161,23890,Faridabad,"Mughlai,Indian",2,2,408,0,35,20,463,INR,NetBanking,Delivered,5.0,32.0
244,2026-06-20 15:39:56,2026-06-20,14639,425659,Palani,"Continental,Chinese",1,1,208,0,20,10,238,INR,UPI,Delivered,,29.0
245,2025-03-30 20:52:12,2025-03-30,14233,217040,"Bandra West,Mumbai","Chinese,Street Food",5,7,1046,0,35,52,1133,INR,Wallet,Delivered,5.0,26.0
246,2026-04-17 19:21:13,2026-04-17,58817,562278,"Miyapur,Hyderabad","Arabian,Biryani",1,1,136,0,35,7,178,INR,Card,Delivered,5.0,25.0
247,2026-05-27 11:16:26,2026-05-27,65918,51753,"Punjabi Bagh,Delhi","North Indian,Snacks",2,2,796,0,15,40,851,INR,Card,Delivered,4.0,26.0
248,2024-01-06 20:40:21,2024-01-06,21150,51525,"Panchkula,Chandigarh","North Indian,Chinese",3,5,668,0,25,33,726,INR,COD,Delivered,,11.0
249,2025-06-14 08:21:44,2025-06-14,83156,376549,"Mulund,Mumbai","Chinese,Biryani",3,3,425,43,20,21,423,INR,UPI,Delivered,,53.0
250,2025-08-28 19:28:36,2025-08-28,71955,114019,Allahabad,"Beverages,Snacks",2,2,235,0,25,12,272,INR,Card,Delivered,4.0,31.0
